Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
16825,36054,PWF025,2006,4/25/2006 12:38,2006-04-25 12:38:00,UNP,,,,,56.540533,-119.371983,4/25/2006 12:38,FPD Staff,5  minutes,4/25/2006 12:38,0.01,Immediate Action,IA Forces,0.0,Ground,,Flat,,Oil & Gas Industry,,N,21.0,15.0,SW,5.0,Clear,FPD Staff,4/25/2006 12:38,,,,4/25/2006 12:51,0.01,N,,,4/25/2006 12:38,0.01,4/25/2006 12:38,0.01,4/25/2006 17:04,0.01,4/26/2006 14:41,0.01,0.01,A,Y,Y,Y,Y,POINT (231356.7979280505 6272292.18104328),Peace River Forest Area,Peace River,12.63333333,2006-04-25,311514,CH,2006-04-25,,16.5,0.7,34.25,0.0,0.0,0.0,0.0,13.0,,45,87.3,11.2,175.4,5.6,19.3,8.6,1.23,56.6,-119.41
16831,36067,SWF052,2006,4/25/2006 17:17,2006-04-25 17:18:00,LKT,,,,,55.841167,-115.81845,4/25/2006 17:30,HAC,5  minutes,4/25/2006 18:07,0.3,Immediate Action,IA Forces,0.0,Ground,M1,Flat,Gift Lake Community at risk,Resident,,Y,18.0,16.0,NW,16.0,Clear,Fire Department,,,,,,,,,,4/25/2006 18:07,0.5,4/25/2006 18:07,0.5,4/25/2006 18:55,0.5,4/30/2006 17:20,0.5,0.5,B,Y,,Y,Y,POINT (448767.06536279 6186228.58561256),Slave Lake Forest Area,Slave Lake,17.3,2006-04-25,649839,GT,2006-04-25,,21.5,1.3,26.17,0.0,0.0,0.0,0.0,4.0,,315,91.8,27.4,236.8,6.8,42.6,15.3,3.41,55.9,-115.76
16836,36686,SWF097,2006,5/28/2006 14:43,2006-05-28 14:43:00,LKT,LC,LG,S,Drifting Low,55.922656,-115.664957,5/28/2006 14:45,HAC,60  minutes,5/28/2006 16:18,0.01,Immediate Action,IA Forces,0.0,Ground,O1b,Lower 1/3,Hac Crew was on 120 min getaway.,Resident,,Y,17.0,75.0,W,15.0,Cloudy,HAC1H,5/28/2006 16:18,Ground,,,5/28/2006 16:19,0.01,N,,,5/28/2006 16:18,0.01,5/28/2006 16:18,0.01,,,5/28/2006 16:19,0.01,0.01,A,Y,?,Y,Y,POINT (458462.274378695 6195191.133409232),Slave Lake Forest Area,Slave Lake,14.71666667,2006-05-28,649872,GT,2006-05-28,,17.0,6.2,48.93,0.3,0.0,0.0,0.3,4.0,,315,50.3,4.3,186.2,0.2,8.2,0.1,0.0,55.9,-115.76
16840,36357,EWF039,2006,5/14/2006 21:40,2006-05-14 21:40:00,UNP,,,,,53.486373,-117.409853,5/14/2006 21:48,FPD Staff,30  minutes,5/14/2006 22:20,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Flat,"No resources required.
No values at risk.",Railroad,,N,14.0,40.0,CLM,0.0,Clear,Other Agency,,,,,,,,,,5/14/2006 22:20,0.01,5/14/2006 22:20,0.01,,,5/14/2006 23:10,0.01,0.01,A,Y,,Y,Y,POINT (340174.8661973791 5926708.296839959),Edson Forest Area,Edson,21.66666667,2006-05-14,990913,OB,2006-05-14,,9.5,-4.6,36.61,0.0,0.5,0.0,0.5,12.0,,360,87.8,14.2,37.3,5.7,14.5,7.5,0.96,53.57,-117.5
16841,36367,EWF042,2006,5/15/2006 17:00,2006-05-15 17:04:00,LKT,I,LG,S,Straight Up,53.6081,-118.108533,5/15/2006 17:35,FPD Staff,30  minutes,5/15/2006 17:49,0.1,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Incendiary,,N,27.0,14.0,W,3.0,Clear,Public,,,,,,,,,,5/15/2006 17:49,0.1,5/15/2006 17:49,0.1,,,5/15/2006 18:50,0.01,0.01,A,Y,,Y,Y,POINT (294440.1849074451 5942033.821115213),Edson Forest Area,Edson,17.06666667,2006-05-15,923662,MO,2006-05-15,,15.5,0.5,35.98,0.0,0.0,0.0,0.0,7.0,,360,88.9,19.6,71.7,5.2,23.3,8.9,1.3,53.53,-118.02
16843,36887,EWF099,2006,,2006-06-21 15:46:00,UNP,,,,,53.49645,-117.826383,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.02,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Investigator required. No vales at risk. Road access Hwy 40. Creek 100m to the north. Fires spread approximately 1km in length.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.02,6/21/2006 16:19,0.02,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312600.4685448387 5928843.556704655),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16844,36889,EWF101,2006,,2006-06-21 15:46:00,UNP,,,,,53.495183,-117.826583,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to North.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.01,6/21/2006 16:32,0.01,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312581.6211034547 5928703.234218359),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16845,36890,EWF102,2006,,2006-06-21 15:46:00,UNP,,,,,53.493933,-117.826817,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.02,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to north.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.02,6/21/2006 16:32,0.02,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312560.5940452793 5928564.891101298),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16847,36893,EWF104,2006,,2006-06-21 15:46:00,UNP,,,,,53.492783,-117.826833,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to north.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.01,6/21/2006 16:32,0.01,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312554.4594259152 5928437.091163884),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16848,36894,EWF105,2006,,2006-06-21 15:46:00,UNP,,,,,53.491983,-117.826983,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to north,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.01,6/21/2006 16:32,0.01,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312540.9855299027 5928348.552267945),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16849,36892,EWF103,2006,,2006-06-21 15:46:00,UNP,,,,,53.493233,-117.826883,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to north.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:07,0.01,6/21/2006 16:32,0.01,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312553.1302272984 5928487.247862403),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16850,36888,EWF100,2006,,2006-06-21 15:46:00,UNP,,,,,53.495983,-117.8264,6/21/2006 15:46,FPD Staff,30  minutes,6/21/2006 16:07,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Bottom,Access Hwy 40.  Creek 100m to north.,Undetermined,,N,20.0,45.0,NW,10.0,Cloudy,HAC1R,6/21/2006 15:56,Ground,,,6/21/2006 16:07,0.01,N,,,6/21/2006 16:32,0.01,6/21/2006 16:32,0.01,,,6/21/2006 17:10,0.01,0.01,A,Y,?,Y,Y,POINT (312597.2814241876 5928791.686417606),Edson Forest Area,Edson,15.76666667,2006-06-21,41075,AT,2006-06-21,,13.0,3.4,52.06,3.01,0.0,0.0,3.01,8.0,,45,55.4,4.5,53.7,0.4,7.4,0.2,0.0,53.41,-117.79
16854,36056,PWF027,2006,4/25/2006 15:30,2006-04-25 15:35:00,UNP,,,,,56.533283,-119.373583,4/25/2006 15:35,HAC,3 minutes,4/25/2006 15:49,0.01,Immediate Action,IA Forces,0.0,Ground,,Flat,"No values at risk, no requirements, no resources, Crew to bucket on fire, no contact on site.",Oil & Gas Industry,,N,23.5,10.0,SW,5.0,Clear,FPD Staff,4/25/2006 15:40,,4/25/2006 15:55,0.01,4/25/2006 15:50,0.01,Y,0.5,4/25/2006 16:00,4/25/2006 15:49,0.01,4/25/2006 15:49,0.01,4/25/2006 17:00,0.01,4/26/2006 14:41,0.01,0.01,A,Y,Y,Y,Y,POINT (231207.1491945155 6271492.718255741),Peace River Forest Area,Peace River,15.58333333,2006-04-25,311514,CH,2006-04-25,,16.5,0.7,34.25,0.0,0.0,0.0,0.0,13.0,,45,87.3,11.2,175.4,5.6,19.3,8.6,1.23,56.6,-119.41
16861,36096,HWF041,2006,4/25/2006 10:00,2006-04-26 08:40:00,UNP,,,,,58.387317,-115.97025,4/26/2006 8:42,FTAC,30  minutes,4/26/2006 9:00,3.0,Immediate Action,IA Forces,2.0,Surface,O1a,Flat,"House 200 m away
Requires a water truck",Recreation,,N,15.0,33.0,W,10.0,Clear,HAC1F,4/26/2006 9:00,Ground,,,4/26/2006 9:10,3.0,N,,,4/26/2006 11:08,3.0,4/26/2006 12:02,3.0,4/26/2006 12:05,3.0,4/27/2006 13:10,3.0,3.0,B,Y,?,Y,Y,POINT (443293.7920749149 6469651.811872769),High Level Forest Area,High Level,8.666666667,2006-04-26,578481,FX,2006-04-26,,15.0,-3.0,28.0,0.0,0.0,0.0,0.0,18.0,,135,92.6,30.9,422.7,15.4,52.3,30.7,11.64,58.38,-116.04
16863,36098,EWF023,2006,,2006-04-26 10:58:00,UNP,,,,,53.574533,-116.5765,4/26/2006 11:00,FPD Staff,30  minutes,4/26/2006 11:15,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Flat,"Trailer court. No additional requirements. Edson Fire Department on site. 
In site scanned.",Resident,,N,17.0,28.0,NE,5.0,Cloudy,Fire Department,,,,,,,,,,4/26/2006 11:15,0.01,4/26/2006 11:15,0.01,,,4/26/2006 11:30,0.01,0.01,A,Y,,Y,Y,POINT (395655.9341853988 5934965.44957721),Edson Forest Area,Edson,10.96666667,2006-04-26,28995,AN,2006-04-26,,17.0,-1.5,28.26,0.0,0.0,0.0,0.0,5.0,,225,91.2,32.6,171.8,6.6,44.3,15.4,3.43,53.55,-116.5
16870,35935,LWF024,2006,4/19/2006 14:46,2006-04-19 14:46:00,AIR,,,,,55.173503,-113.229422,4/19/2006 15:45,FPD Staff,30  minutes,4/19/2006 15:45,0.01,Immediate Action,Other,0.0,Ground,,Flat,,Other Industry,,N,18.0,30.0,SE,30.0,Clear,Other Agency,,,,,,,,,,4/19/2006 15:45,0.01,4/19/2006 15:45,0.01,4/19/2006 16:10,0.01,4/29/2006 12:19,0.01,0.01,A,Y,,Y,Y,POINT (612720.6562786821 6113082.219942458),Lac La Biche Forest Area,Lac La Biche,14.76666667,2006-04-19,326779,CL,2006-04-19,,13.0,-2.5,33.96,0.0,0.0,0.0,0.0,12.0,,360,89.0,12.6,255.6,6.8,22.4,10.9,1.87,55.21,-113.2
16872,36370,EWF046,2006,5/15/2006 17:30,2006-05-15 17:30:00,UNP,,,,,53.42543,-117.7514,5/15/2006 17:30,FPD Staff,30  minutes,5/15/2006 18:00,0.01,Immediate Action,IA Forces,0.0,Surface,M1,Flat,Accross the road from EWF-045.,Incendiary,,N,24.0,15.0,SW,4.0,Clear,FPD Staff,5/15/2006 17:30,,,,5/15/2006 18:05,0.01,N,,,5/15/2006 18:00,0.01,5/15/2006 18:00,0.01,,,5/15/2006 19:15,0.01,0.01,A,Y,Y,Y,Y,POINT (317266.132498051 5920753.730873262),Edson Forest Area,Edson,17.5,2006-05-15,41038,AT,2006-05-15,,14.5,-2.7,30.35,0.0,0.0,0.0,0.0,8.0,,315,87.1,25.4,83.4,4.3,28.8,8.5,1.2,53.41,-117.79
16873,36373,EWF048,2006,5/15/2006 18:52,2006-05-15 18:52:00,UNP,,,,,53.37847,-117.63683,5/15/2006 18:52,HAC,5  minutes,5/15/2006 18:52,0.2,Immediate Action,IA Forces,2.0,Surface,O1b,Flat,No values at risk.,Incendiary,,N,25.0,18.0,W,2.0,Clear,HAC1H,5/15/2006 18:52,Conventional R/W,,,5/15/2006 18:58,0.2,N,,,5/15/2006 18:52,0.2,5/15/2006 20:00,0.2,,,5/15/2006 20:30,0.1,0.1,A,Y,?,Y,Y,POINT (324680.6685640436 5915245.662933121),Edson Forest Area,Edson,18.86666667,2006-05-15,435424,E4,2006-05-15,,21.3,1.0,25.0,0.0,0.0,0.0,0.0,12.0,,225,91.6,56.5,159.7,9.8,60.0,24.1,7.58,53.4,-117.58
16877,36359,EWF043,2006,5/15/2006 17:22,2006-05-15 17:22:00,LKT,LC,LG,N,Drifting High,53.46404,-117.78005,5/15/2006 17:25,FPD Staff,10  minutes,5/15/2006 17:46,0.03,Immediate Action,IA Forces,1.0,Surface,M1,Lower 1/3,none,Incendiary,,N,23.0,20.0,E,10.0,Clear,HAC1F,5/15/2006 17:38,Ground,5/15/2006 17:48,0.02,5/15/2006 17:46,0.02,Y,0.5,5/15/2006 17:48,5/15/2006 17:46,0.03,5/15/2006 18:37,0.03,,,5/15/2006 21:25,0.06,0.06,A,Y,?,Y,Y,POINT (315531.2012387099 5925119.714884963),Edson Forest Area,Edson,17.36666667,2006-05-15,41038,AT,2006-05-15,,14.5,-2.7,30.35,0.0,0.0,0.0,0.0,8.0,,315,87.1,25.4,83.4,4.3,28.8,8.5,1.2,53.41,-117.79
16879,36369,EWF045,2006,5/15/2006 17:30,2006-05-15 17:30:00,UNP,,,,,53.42532,-117.75154,5/15/2006 17:30,FPD Staff,5  minutes,5/15/2006 18:00,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Flat,20 km down highway 40N near Nordic / Athabasca Cutoff.  No resources at risk water sources Jarvis.,Incendiary,,N,24.0,15.0,SW,5.0,Clear,FPD Staff,5/15/2006 17:30,,,,5/15/2006 18:05,0.1,N,,,5/15/2006 18:00,0.01,5/15/2006 18:00,0.01,,,5/15/2006 19:15,0.01,0.01,A,Y,Y,Y,Y,POINT (317256.3645111703 5920741.861168086),Edson Forest Area,Edson,17.5,2006-05-15,41038,AT,2006-05-15,,14.5,-2.7,30.35,0.0,0.0,0.0,0.0,8.0,,315,87.1,25.4,83.4,4.3,28.8,8.5,1.2,53.41,-117.79
16884,36372,EWF047,2006,5/15/2006 17:48,2006-05-15 17:48:00,UNP,,,,,53.43807,-117.77759,5/15/2006 17:48,FPD Staff,5  minutes,5/15/2006 17:52,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Middle 1/3,Along Hwy 40 near Jarvis Lake.,Incendiary,,N,23.0,20.0,E,10.0,Clear,Fire Department,,,,,,,,,,5/15/2006 17:52,0.01,5/15/2006 19:30,0.01,,,5/15/2006 21:10,0.58,0.58,B,Y,,Y,Y,POINT (315581.8729982355 5922226.324011418),Edson Forest Area,Edson,17.8,2006-05-15,41038,AT,2006-05-15,,14.5,-2.7,30.35,0.0,0.0,0.0,0.0,8.0,,315,87.1,25.4,83.4,4.3,28.8,8.5,1.2,53.41,-117.79
16889,36900,GWF092,2006,6/22/2006 15:56,2006-06-22 15:59:00,LKT,I,W,N,Drifting High,54.9623,-118.996967,6/22/2006 15:59,HAC,5  minutes,6/22/2006 17:15,0.05,Immediate Action,IA Forces,0.1,Surface,M2,Flat,Timber/houses/land,Lightning,,N,20.0,80.0,W,30.0,CB Wet,HAC1H,6/22/2006 17:10,Ground,,,6/22/2006 17:15,0.05,N,,,6/22/2006 17:22,0.05,6/22/2006 17:22,0.05,,,6/22/2006 20:45,0.08,0.08,A,Y,?,Y,Y,POINT (244253.3310630352 6095467.791064025),Grande Prairie Forest Area,Grande Prairie,15.98333333,2006-06-22,612975,GD,2006-06-22,,19.0,4.2,37.54,0.0,0.0,0.0,0.0,4.0,,90,89.3,46.1,338.2,4.7,68.8,15.2,3.37,54.98,-118.94
16891,36871,CWF124,2006,6/19/2006 13:30,2006-06-19 13:30:00,LKT,LC,LG,S,Drifting Low,50.4036,-114.66095,6/19/2006 13:30,HAC,Project Status,6/19/2006 14:49,0.01,Immediate Action,IA Forces,0.0,Surface,C3,Upper 1/3,,Lightning,,N,14.0,88.0,CLM,0.0,Cloudy,HAC1H,6/19/2006 15:18,Hover Exit,6/19/2006 15:38,0.01,6/19/2006 15:18,0.01,Y,5.0,6/19/2006 15:38,6/19/2006 15:18,0.01,6/19/2006 15:18,0.01,,,6/19/2006 16:52,0.01,0.01,A,Y,?,Y,Y,POINT (524085.02866984 5581326.979239427),Calgary Forest Area,Calgary,13.5,2006-06-19,54885,B1,2006-06-19,,8.5,7.0,89.0,1.02,0.0,0.0,1.02,9.0,30.0,180,72.9,7.6,74.3,1.1,12.1,0.7,0.02,50.41,-114.73
16927,36368,EWF044,2006,5/15/2006 17:40,2006-05-15 17:40:00,UNP,,,,,53.4518,-117.78702,5/15/2006 17:49,FPD Staff,10  minutes,5/15/2006 17:50,0.1,Immediate Action,IA Forces,0.0,Surface,O1a,Middle 1/3,,Incendiary,,N,23.0,20.0,W,10.0,Clear,HAC1F,5/15/2006 17:50,Ground,5/15/2006 17:50,0.1,5/15/2006 17:51,0.1,Y,0.4,5/15/2006 17:50,5/15/2006 18:14,0.1,5/15/2006 18:37,0.1,,,5/15/2006 20:30,0.15,0.15,B,Y,?,Y,Y,POINT (315015.5979286118 5923777.086924709),Edson Forest Area,Edson,17.66666667,2006-05-15,41038,AT,2006-05-15,,14.5,-2.7,30.35,0.0,0.0,0.0,0.0,8.0,,315,87.1,25.4,83.4,4.3,28.8,8.5,1.2,53.41,-117.79
16941,36137,LWF058,2006,4/27/2006 17:19,2006-04-27 17:21:00,LKT,I,MG,N,Drifting Low,54.991,-113.995533,4/27/2006 17:22,WFC2,5  minutes,4/27/2006 18:19,0.01,Immediate Action,IA Forces,0.0,Surface,,Flat,,Resident,,N,15.0,25.0,W,10.0,Clear,Land Owner,,,,,,,,,,4/27/2006 18:19,0.01,4/27/2006 18:19,0.01,4/27/2006 19:50,0.01,5/2/2006 10:25,0.01,0.01,A,Y,,Y,Y,POINT (564241.8206935113 6091812.668990981),Lac La Biche Forest Area,Lac La Biche,17.35,2006-04-27,335253,CM,2006-04-27,,13.0,-2.5,33.96,0.0,0.0,0.0,0.0,37.0,73.0,135,91.1,24.8,276.0,32.4,40.4,44.3,22.29,54.94,-114.04
16950,36153,LWF060,2006,4/28/2006 16:41,2006-04-28 16:41:00,AIR,,,,,55.1957,-113.20425,4/28/2006 16:41,WFC2,5  minutes,4/28/2006 16:41,0.2,Immediate Action,IA Forces,0.5,Surface,M1,Flat,,Resident,,Y,19.0,22.0,S,9.0,CB Dry,WFC2,4/28/2006 16:41,Conventional R/W,4/28/2006 16:55,0.2,4/28/2006 17:05,0.2,Y,0.1,4/28/2006 16:55,4/28/2006 16:41,0.2,4/28/2006 17:03,0.2,,,4/28/2006 19:00,0.2,0.2,B,Y,Y,Y,Y,POINT (614259.4605961753 6115591.894792415),Lac La Biche Forest Area,Lac La Biche,16.68333333,2006-04-28,326788,CL,2006-04-28,,18.0,2.6,35.69,0.0,0.0,0.0,0.0,6.0,,45,90.2,26.3,274.3,6.0,42.4,14.0,2.9,55.21,-113.2
16953,36156,MWF010,2006,4/28/2006 17:44,2006-04-28 17:49:00,LKT,S,LG,N,Drifting Low,57.335,-111.473567,4/28/2006 17:59,HAC,5  minutes,4/28/2006 18:28,1.5,Immediate Action,IA Forces,1.0,Surface,,Flat,,Oil & Gas Industry,,N,23.7,25.0,W,15.0,Cloudy,HAC1H,4/28/2006 18:23,Conventional R/W,4/28/2006 18:35,0.7,4/28/2006 18:36,0.7,Y,15.0,4/28/2006 18:35,4/28/2006 18:28,1.5,4/28/2006 18:28,1.5,,,5/9/2006 17:12,0.7,0.7,B,Y,?,Y,Y,POINT (712153.8696188037 6357633.642266618),Fort McMurray Forest Area,Fort McMurray,17.81666667,2006-04-28,173083,BM,2006-04-28,,21.0,8.2,43.72,0.0,0.0,0.0,0.0,26.0,,45,89.6,42.9,212.1,15.1,57.0,31.6,12.24,57.37,-111.54
16971,36700,EWF093,2006,5/31/2006 19:06,2006-05-31 19:06:00,UNP,,,,,53.361284,-117.525874,5/31/2006 19:06,FTAC,60  minutes,5/31/2006 19:22,0.3,Immediate Action,IA Forces,0.1,Surface,O1a,Upper 1/3,No values at risk and requested investigator (Barry Coleman dispatched).  Water source 1 km away for wajax use and a pond 2 km away for bucketing.,Undetermined,,N,18.0,28.0,NW,20.0,Clear,HAC1F,5/31/2006 19:21,Ground,5/31/2006 19:24,0.3,5/31/2006 19:23,0.3,Y,2.0,5/31/2006 19:24,5/31/2006 19:47,0.3,5/31/2006 20:16,0.3,,,5/31/2006 21:10,0.3,0.3,B,Y,?,Y,Y,POINT (331988.940366462 5913068.153066104),Edson Forest Area,Edson,19.1,2006-05-31,435440,E4,2006-05-31,,21.3,4.0,30.0,0.0,0.0,0.0,0.0,15.0,30.0,45,81.9,12.2,162.8,3.0,20.6,5.0,0.47,53.4,-117.58
16972,36702,EWF051,2006,,2006-05-16 13:00:00,UNP,,,,,53.36932,-117.65632,5/17/2006 14:00,FPD Staff,30  minutes,5/17/2006 14:25,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Flat,,Incendiary,,N,25.0,18.0,W,2.0,Clear,Fire Department,,,,,,,,,,5/17/2006 14:25,0.01,5/17/2006 14:25,0.01,,,5/17/2006 14:25,0.01,0.01,A,Y,,Y,Y,POINT (323347.196269391 5914276.524626544),Edson Forest Area,Edson,13.0,2006-05-16,435425,E4,2006-05-16,,21.8,6.0,35.0,0.0,0.0,0.0,0.0,8.0,,45,91.6,60.4,166.0,8.1,63.3,21.6,6.28,53.4,-117.58
16973,35983,GWF024,2006,4/19/2006 15:57,2006-04-19 15:59:00,AIR,,,,,55.03049,-118.904603,4/19/2006 15:59,WFC2,5  minutes,4/19/2006 15:59,0.01,Immediate Action,IA Forces,0.0,Ground,,Flat,,Forest Industry,,N,18.0,27.0,SW,25.0,Clear,Industry,,,,,,,,,,4/19/2006 15:59,0.01,4/19/2006 15:59,0.01,,,4/20/2006 17:00,0.01,0.01,A,Y,,Y,Y,POINT (250583.8259583747 6102712.82091082),Grande Prairie Forest Area,Grande Prairie,15.98333333,2006-04-19,612911,GD,2006-04-19,,15.0,-2.4,30.05,0.0,0.0,0.0,0.0,15.0,,270,90.3,28.9,240.5,9.5,44.5,20.2,5.57,54.98,-118.94
16974,36704,HWF097,2006,6/1/2006 15:25,2006-06-01 15:27:00,UNP,,,,,58.383817,-116.111883,6/1/2006 15:36,FTAC,60  minutes,6/1/2006 16:55,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Lower 1/3,,Resident,,Y,30.0,27.0,W,10.0,CB Dry,Fire Department,,,,,,,,,,6/1/2006 16:56,0.01,6/1/2006 16:57,0.01,,,6/1/2006 17:01,0.01,0.01,A,Y,,Y,Y,POINT (435010.0593418163 6469390.406659695),High Level Forest Area,High Level,15.45,2006-06-01,578517,FX,2006-06-01,6/1/2006 13:28,26.0,8.0,30.0,0.0,0.0,0.0,0.0,6.0,,180,92.0,57.1,535.7,7.7,90.2,25.1,8.14,58.38,-116.04
17007,36464,EWF069,2006,,2006-05-16 14:42:00,UNP,,,,,53.440915,-117.480553,5/16/2006 14:54,RAP,5  minutes,5/16/2006 15:06,0.01,Immediate Action,IA Forces,0.0,Surface,M2,Bottom,,Restart,,N,20.0,30.0,W,5.0,Clear,Other Agency,,,,,,,,,,5/16/2006 15:06,0.01,5/16/2006 15:06,0.01,,,5/16/2006 15:50,0.01,0.01,A,Y,,Y,Y,POINT (335310.8655638009 5921815.374340442),Edson Forest Area,Edson,14.7,2006-05-16,435425,E4,2006-05-16,,21.8,6.0,35.0,0.0,0.0,0.0,0.0,8.0,,45,91.6,60.4,166.0,8.1,63.3,21.6,6.28,53.4,-117.58
17008,36467,EWF070,2006,5/19/2006 6:45,2006-05-19 06:45:00,UNP,,,,,53.528215,-116.522017,5/19/2006 7:26,FPD Staff,30  minutes,5/19/2006 7:55,0.4,Immediate Action,IA Forces,0.0,Surface,O1a,Middle 1/3,Fire on pipeline.,Incendiary,,N,12.0,60.0,CLM,0.0,Clear,Industry,,,,,,,,,,5/19/2006 7:55,0.4,5/19/2006 7:55,0.4,,,5/19/2006 9:06,0.4,0.4,B,Y,,Y,Y,POINT (399151.6762737109 5929736.599153665),Edson Forest Area,Edson,6.75,2006-05-19,29018,AN,2006-05-19,,22.0,6.5,36.61,0.0,0.0,0.0,0.0,15.0,,270,92.1,84.4,273.9,12.2,95.3,35.2,14.89,53.55,-116.5
